Conversation_ID,Domain,Turn,Speaker,Sentence,Sentiment,Intent,Rule_Category,Specific_Rule,Violation,Risk_Level
C628,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C628,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C629,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C629,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C630,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C630,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C631,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Serious,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C631,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C632,AML_KYC,1,Agent,"For your information, Approving account without identity verification.",Serious,Statement,KYC,Approving account without identity verification,Yes,High
C632,AML_KYC,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C633,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C633,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C634,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C634,AML_KYC,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C635,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C635,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C636,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C636,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C637,AML_KYC,1,Agent,"For your information, Reporting suspicious transaction.",Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C637,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C638,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C638,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C639,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C639,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C640,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C640,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C641,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Serious,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C641,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C642,AML_KYC,1,Agent,Our records indicate that Advising structuring deposits to avoid reporting.,Threatening,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C642,AML_KYC,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C643,AML_KYC,1,Agent,"For your information, Advising structuring deposits to avoid reporting.",Threatening,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C643,AML_KYC,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C644,AML_KYC,1,Agent,I need to inform you that Reporting suspicious transaction.,Neutral,Statement,AML,Reporting suspicious transaction,No,Low
C644,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C645,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C645,AML_KYC,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C646,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C646,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C647,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C647,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C648,AML_KYC,1,Agent,Please note that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C648,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C649,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Threatening,Statement,AML,Reporting suspicious transaction,No,Low
C649,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C650,AML_KYC,1,Agent,"For your information, Advising structuring deposits to avoid reporting.",Threatening,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C650,AML_KYC,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C651,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Serious,Statement,KYC,Approving account without identity verification,Yes,High
C651,AML_KYC,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C652,AML_KYC,1,Agent,"For your information, Approving account without identity verification.",Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C652,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C653,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C653,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C654,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C654,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C655,AML_KYC,1,Agent,I want to explain that Advising structuring deposits to avoid reporting.,Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C655,AML_KYC,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C656,AML_KYC,1,Agent,I need to inform you that Advising structuring deposits to avoid reporting.,Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C656,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C657,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Neutral,Statement,KYC,Approving account without identity verification,Yes,High
C657,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C658,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C658,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C659,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Neutral,Statement,AML,Reporting suspicious transaction,No,Low
C659,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C660,AML_KYC,1,Agent,Please note that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C660,AML_KYC,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C661,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C661,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C662,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C662,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C663,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Serious,Statement,KYC,Approving account without identity verification,Yes,High
C663,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C664,AML_KYC,1,Agent,"For your information, Verifying identity before opening account.",Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C664,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C665,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C665,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C666,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C666,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C667,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Serious,Statement,KYC,Approving account without identity verification,Yes,High
C667,AML_KYC,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C668,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Serious,Statement,KYC,Approving account without identity verification,Yes,High
C668,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C669,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C669,AML_KYC,2,Customer,Can you explain more?,Concerned,Response,None,None,No,Low
C670,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C670,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C671,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C671,AML_KYC,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C672,AML_KYC,1,Agent,I want to explain that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C672,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C673,AML_KYC,1,Agent,"For your information, Advising structuring deposits to avoid reporting.",Serious,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C673,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C674,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C674,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C675,AML_KYC,1,Agent,"For your information, Reporting suspicious transaction.",Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C675,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C676,AML_KYC,1,Agent,"For your information, Verifying identity before opening account.",Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C676,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C677,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C677,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C678,AML_KYC,1,Agent,Our records indicate that Reporting suspicious transaction.,Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C678,AML_KYC,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C679,AML_KYC,1,Agent,I want to explain that Approving account without identity verification.,Neutral,Statement,KYC,Approving account without identity verification,Yes,High
C679,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C680,AML_KYC,1,Agent,Our records indicate that Advising structuring deposits to avoid reporting.,Threatening,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C680,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C681,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C681,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C682,AML_KYC,1,Agent,Please note that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C682,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C683,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C683,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C684,AML_KYC,1,Agent,I need to inform you that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C684,AML_KYC,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C685,AML_KYC,1,Agent,Our records indicate that Approving account without identity verification.,Neutral,Statement,KYC,Approving account without identity verification,Yes,High
C685,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C686,AML_KYC,1,Agent,Please note that Verifying identity before opening account.,Neutral,Statement,KYC,Verifying identity before opening account,No,Low
C686,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C687,AML_KYC,1,Agent,"For your information, Approving account without identity verification.",Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C687,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C688,AML_KYC,1,Agent,I need to inform you that Advising structuring deposits to avoid reporting.,Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C688,AML_KYC,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C689,AML_KYC,1,Agent,I want to explain that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C689,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C690,AML_KYC,1,Agent,"For your information, Advising structuring deposits to avoid reporting.",Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C690,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C691,AML_KYC,1,Agent,"For your information, Verifying identity before opening account.",Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C691,AML_KYC,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C692,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C692,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C693,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Serious,Statement,KYC,Verifying identity before opening account,No,Low
C693,AML_KYC,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C694,AML_KYC,1,Agent,"For your information, Approving account without identity verification.",Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C694,AML_KYC,2,Customer,I wasn't aware of that.,Confused,Response,None,None,No,Low
C695,AML_KYC,1,Agent,Our records indicate that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C695,AML_KYC,2,Customer,Thank you for clarifying.,Confused,Response,None,None,No,Low
C696,AML_KYC,1,Agent,"For your information, Reporting suspicious transaction.",Threatening,Statement,AML,Reporting suspicious transaction,No,Low
C696,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C697,AML_KYC,1,Agent,I want to explain that Approving account without identity verification.,Neutral,Statement,KYC,Approving account without identity verification,Yes,High
C697,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C698,AML_KYC,1,Agent,I want to explain that Approving account without identity verification.,Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C698,AML_KYC,2,Customer,I wasn't aware of that.,Concerned,Response,None,None,No,Low
C699,AML_KYC,1,Agent,"For your information, Verifying identity before opening account.",Serious,Statement,KYC,Verifying identity before opening account,No,Low
C699,AML_KYC,2,Customer,Thank you for clarifying.,Concerned,Response,None,None,No,Low
C700,AML_KYC,1,Agent,I need to inform you that Advising structuring deposits to avoid reporting.,Serious,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C700,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C701,AML_KYC,1,Agent,"For your information, Advising structuring deposits to avoid reporting.",Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C701,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
C702,AML_KYC,1,Agent,I want to explain that Advising structuring deposits to avoid reporting.,Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C702,AML_KYC,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C703,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C703,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C704,AML_KYC,1,Agent,Our records indicate that Reporting suspicious transaction.,Serious,Statement,AML,Reporting suspicious transaction,No,Low
C704,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C705,AML_KYC,1,Agent,I want to explain that Reporting suspicious transaction.,Neutral,Statement,AML,Reporting suspicious transaction,No,Low
C705,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C706,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Helpful,Statement,KYC,Verifying identity before opening account,No,Low
C706,AML_KYC,2,Customer,That doesn't seem right.,Concerned,Response,None,None,No,Low
C707,AML_KYC,1,Agent,"For your information, Approving account without identity verification.",Threatening,Statement,KYC,Approving account without identity verification,Yes,High
C707,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C708,AML_KYC,1,Agent,Our records indicate that Verifying identity before opening account.,Neutral,Statement,KYC,Verifying identity before opening account,No,Low
C708,AML_KYC,2,Customer,That doesn't seem right.,Neutral,Response,None,None,No,Low
C709,AML_KYC,1,Agent,I need to inform you that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C709,AML_KYC,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C710,AML_KYC,1,Agent,Please note that Advising structuring deposits to avoid reporting.,Neutral,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C710,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C711,AML_KYC,1,Agent,I want to explain that Verifying identity before opening account.,Threatening,Statement,KYC,Verifying identity before opening account,No,Low
C711,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C712,AML_KYC,1,Agent,Our records indicate that Advising structuring deposits to avoid reporting.,Helpful,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C712,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C713,AML_KYC,1,Agent,I need to inform you that Approving account without identity verification.,Neutral,Statement,KYC,Approving account without identity verification,Yes,High
C713,AML_KYC,2,Customer,Can you explain more?,Confused,Response,None,None,No,Low
C714,AML_KYC,1,Agent,I need to inform you that Advising structuring deposits to avoid reporting.,Serious,Statement,AML,Advising structuring deposits to avoid reporting,Yes,High
C714,AML_KYC,2,Customer,That doesn't seem right.,Confused,Response,None,None,No,Low
C715,AML_KYC,1,Agent,Please note that Reporting suspicious transaction.,Threatening,Statement,AML,Reporting suspicious transaction,No,Low
C715,AML_KYC,2,Customer,I would like documentation for that.,Neutral,Response,None,None,No,Low
C716,AML_KYC,1,Agent,"For your information, Reporting suspicious transaction.",Threatening,Statement,AML,Reporting suspicious transaction,No,Low
C716,AML_KYC,2,Customer,I wasn't aware of that.,Neutral,Response,None,None,No,Low
C717,AML_KYC,1,Agent,Please note that Approving account without identity verification.,Helpful,Statement,KYC,Approving account without identity verification,Yes,High
C717,AML_KYC,2,Customer,Thank you for clarifying.,Neutral,Response,None,None,No,Low
C718,AML_KYC,1,Agent,I want to explain that Reporting suspicious transaction.,Threatening,Statement,AML,Reporting suspicious transaction,No,Low
C718,AML_KYC,2,Customer,Can you explain more?,Neutral,Response,None,None,No,Low
C719,AML_KYC,1,Agent,"For your information, Approving account without identity verification.",Serious,Statement,KYC,Approving account without identity verification,Yes,High
C719,AML_KYC,2,Customer,I would like documentation for that.,Concerned,Response,None,None,No,Low
C720,AML_KYC,1,Agent,I want to explain that Reporting suspicious transaction.,Helpful,Statement,AML,Reporting suspicious transaction,No,Low
C720,AML_KYC,2,Customer,I would like documentation for that.,Confused,Response,None,None,No,Low
